event_time,event_type,product_id,category_code,brand,price,user_id,user_session
2020 FEBRERO,view,5767492,stationery.cartrige,italwax,1.98,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,cart,5766980,stationery.cartrige,italwax,1.98,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,view,5766980,stationery.cartrige,italwax,1.98,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,view,5749199,stationery.cartrige,italwax,1.98,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,view,5766980,stationery.cartrige,italwax,1.98,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,view,5743974,stationery.cartrige,italwax,1.98,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,view,5749198,stationery.cartrige,italwax,1.98,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,view,5743974,stationery.cartrige,italwax,1.98,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,view,5749198,stationery.cartrige,italwax,1.98,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,view,5749199,stationery.cartrige,italwax,1.98,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,view,5766980,stationery.cartrige,italwax,1.98,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,view,5788783,stationery.cartrige,italwax,1.98,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,view,5775814,stationery.cartrige,italwax,1.98,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,view,5767494,stationery.cartrige,italwax,2.14,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,view,5759489,stationery.cartrige,italwax,2.14,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,view,5788781,stationery.cartrige,italwax,1.98,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,view,5766981,stationery.cartrige,italwax,1.98,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,view,5767493,stationery.cartrige,italwax,2.14,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,cart,5767493,stationery.cartrige,italwax,2.14,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,view,5788782,stationery.cartrige,italwax,1.98,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,view,5767492,stationery.cartrige,italwax,1.98,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,view,5770381,stationery.cartrige,italwax,1.98,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,view,5766983,stationery.cartrige,italwax,2.14,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,cart,5767492,stationery.cartrige,italwax,1.98,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,view,5775813,stationery.cartrige,italwax,1.98,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,view,24330,stationery.cartrige,depilflax,3.02,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,view,5803579,stationery.cartrige,italwax,2.14,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,view,24336,stationery.cartrige,depilflax,3.02,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,cart,24336,stationery.cartrige,depilflax,3.02,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,view,24331,stationery.cartrige,depilflax,3.02,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,view,5798933,stationery.cartrige,italwax,2.22,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,view,5798933,stationery.cartrige,italwax,2.22,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,view,5820601,stationery.cartrige,yoko,2.17,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,view,82959,stationery.cartrige,depilflax,3.02,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,view,5892334,stationery.cartrige,profepil,2.7,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,view,5766980,stationery.cartrige,italwax,1.98,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,remove_from_cart,5766980,stationery.cartrige,italwax,1.98,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,view,5766981,stationery.cartrige,italwax,1.98,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,purchase,24336,stationery.cartrige,depilflax,3.02,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,purchase,5759489,stationery.cartrige,italwax,2.14,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,purchase,5766981,stationery.cartrige,italwax,1.98,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,purchase,5767492,stationery.cartrige,italwax,1.98,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,purchase,5767493,stationery.cartrige,italwax,2.14,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,purchase,24336,stationery.cartrige,depilflax,3.02,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,purchase,5759489,stationery.cartrige,italwax,2.14,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,purchase,5766981,stationery.cartrige,italwax,1.98,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,purchase,5767492,stationery.cartrige,italwax,1.98,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,purchase,5767493,stationery.cartrige,italwax,2.14,609936553,134a0558-0d6c-4d22-9ece-fd433617d4c4
2020 FEBRERO,view,5767494,stationery.cartrige,italwax,2.14,602591014,61c94ee5-236c-43d3-b72d-66b028cea392
2020 FEBRERO,view,5767494,stationery.cartrige,italwax,2.14,602591014,61c94ee5-236c-43d3-b72d-66b028cea392
2020 FEBRERO,view,5767494,stationery.cartrige,italwax,2.14,602591014,61c94ee5-236c-43d3-b72d-66b028cea392
2020 FEBRERO,view,5767494,stationery.cartrige,italwax,2.14,602591014,61c94ee5-236c-43d3-b72d-66b028cea392
2020 FEBRERO,view,24330,stationery.cartrige,depilflax,3.02,602591014,61c94ee5-236c-43d3-b72d-66b028cea392
2020 FEBRERO,view,5775814,stationery.cartrige,italwax,1.98,602591014,61c94ee5-236c-43d3-b72d-66b028cea392
2020 FEBRERO,remove_from_cart,5775814,stationery.cartrige,italwax,1.98,602591014,61c94ee5-236c-43d3-b72d-66b028cea392
2020 FEBRERO,remove_from_cart,5775814,stationery.cartrige,italwax,1.98,602591014,61c94ee5-236c-43d3-b72d-66b028cea392
2020 FEBRERO,view,5753706,stationery.cartrige,yoko,2.44,602591014,61c94ee5-236c-43d3-b72d-66b028cea392
2020 FEBRERO,view,5775814,stationery.cartrige,italwax,1.98,602591014,61c94ee5-236c-43d3-b72d-66b028cea392
2020 FEBRERO,cart,5665820,stationery.cartrige,runail,2.22,602591014,61c94ee5-236c-43d3-b72d-66b028cea392
2020 FEBRERO,cart,5675829,stationery.cartrige,runail,2.22,602591014,61c94ee5-236c-43d3-b72d-66b028cea392
2020 FEBRERO,cart,24335,stationery.cartrige,depilflax,3.02,602591014,61c94ee5-236c-43d3-b72d-66b028cea392
